arxiv_id,arxiv_version,title,authors,submitted_date,updated_date,primary_category,categories,relevance,relevance_confidence,decoder_family,decoder_name,missing_fields,paper_dir
2111.07029,v2,Finite Rate QLDPC-GKP Coding Scheme that Surpasses the CSS Hamming Bound,Nithin Raveendran; Narayanan Rengaswamy; Filip Rozpędek; Ankur Raina; Liang Jiang; Bane Vasić,2021-11-13,2022-07-11,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2111.07029
2206.07750,v1,Good Quantum LDPC Codes with Linear Time Decoders,Irit Dinur; Min-Hsiu Hsieh; Ting-Chun Lin; Thomas Vidick,2022-06-15,2022-06-15,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2206.07750
2206.06557,v1,An efficient decoder for a linear distance quantum LDPC code,Shouzhen Gu; Christopher A. Pattison; Eugene Tang,2022-06-14,2022-06-14,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2206.06557
2205.02341,v1,Soft Syndrome Decoding of Quantum LDPC Codes for Joint Correction of Data and Syndrome Errors,Nithin Raveendran; Narayanan Rengaswamy; Asit Kumar Pradhan; Bane Vasić,2022-05-04,2022-05-04,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2205.02341
2203.03581,v1,Good quantum LDPC codes with linear time decoder from lossless expanders,Ting-Chun Lin; Min-Hsiu Hsieh,2022-03-07,2022-03-07,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2203.03581
1904.02703,v3,Degenerate Quantum LDPC Codes With Good Finite Length Performance,Pavel Panteleev; Gleb Kalachev,2019-04-04,2021-11-12,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1904.02703
2104.00304,v3,Log-domain decoding of quantum LDPC codes over binary finite fields,Ching-Yi Lai; Kao-Yueh Kuo,2021-04-01,2021-10-26,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2104.00304
2012.15297,v2,Trapping Sets of Quantum LDPC Codes,Nithin Raveendran; Bane Vasić,2020-12-30,2021-10-07,cs.IT,cs.IT; quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2012.15297
2004.11199,v2,Combining hard and soft decoders for hypergraph product codes,Antoine Grospellier; Lucien Grouès; Anirudh Krishna; Anthony Leverrier,2020-04-23,2021-04-08,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2004.11199
2103.08049,v1,Toward a Union-Find decoder for quantum LDPC codes,Nicolas Delfosse; Vivien Londe; Michael Beverland,2021-03-14,2021-03-14,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2103.08049
2102.01984,v1,Decoding of Quantum Data-Syndrome Codes via Belief Propagation,Kao-Yueh Kuo; I-Chun Chern; Ching-Yi Lai,2021-02-03,2021-02-03,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2102.01984
2004.07247,v2,Cellular automaton decoders for topological quantum codes with noisy measurements and beyond,Michael Vasmer; Dan E. Browne; Aleksander Kubica,2020-04-15,2021-01-25,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2004.07247
2005.07016,v2,Decoding Across the Quantum LDPC Code Landscape,Joschka Roffe; David R. White; Simon Burton; Earl T. Campbell,2020-05-14,2020-12-29,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2005.07016
2004.07935,v1,Decodable quantum LDPC codes beyond the $\sqrt{n}$ distance barrier using high dimensional expanders,Shai Evra; Tali Kaufman; Gilles Zémor,2020-04-16,2020-04-16,quant-ph,quant-ph; cs.IT; math.CO,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/2004.07935
1712.08578,v2,Golden codes: quantum LDPC codes built from regular tessellations of hyperbolic 4-manifolds,Vivien Londe; Anthony Leverrier,2017-12-22,2019-06-18,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1712.08578
1903.07404,v2,Modified belief propagation decoders for quantum low-density parity-check codes,Alex Rigby; JC Olivier; Peter Jarvis,2019-03-18,2019-05-22,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1903.07404
1901.06319,v3,Optimal quantum subsystem codes in 2-dimensions,Theodore J. Yoder,2019-01-18,2019-05-22,quant-ph,quant-ph,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1901.06319
1811.07835,v2,Neural Belief-Propagation Decoders for Quantum Error-Correcting Codes,Ye-Hua Liu; David Poulin,2018-11-19,2019-05-07,quant-ph,quant-ph; cond-mat.stat-mech,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1811.07835
1810.03681,v2,Numerical study of hypergraph product codes,Antoine Grospellier; Anirudh Krishna,2018-10-08,2019-05-02,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1810.03681
1804.01950,v2,Numerical and analytical bounds on threshold error rates for hypergraph-product codes,Alexey A. Kovalev; Sanjay Prabhakar; Ilya Dumer; Leonid P. Pryadko,2018-04-05,2018-06-13,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1804.01950
1711.08351,v2,Efficient decoding of random errors for quantum expander codes,Omar Fawzi; Antoine Grospellier; Anthony Leverrier,2017-11-22,2018-03-25,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1711.08351
1204.4223,v2,Improved Quantum LDPC Decoding Strategies For The Misidentified Quantum Depolarizing Channel,Yixuan Xie; Jun Li; Robert Malaney; Jinhong Yuan,2012-04-18,2015-05-13,cs.IT,cs.IT; quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1204.4223
1504.00822,v1,Quantum Expander Codes,Anthony Leverrier; Jean-Pierre Tillich; Gilles Zémor,2015-04-03,2015-04-03,quant-ph,quant-ph; cs.IT,maybe,0.35,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1504.00822
1311.7688,v2,Spin glass reflection of the decoding transition for quantum error correcting codes,Alexey A. Kovalev; Leonid P. Pryadko,2013-11-29,2014-02-10,quant-ph,quant-ph; cond-mat.stat-mech,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1311.7688
1108.0679,v4,A characterization of entanglement-assisted quantum low-density parity-check codes,Yuichiro Fujiwara; Vladimir D. Tonchev,2011-08-02,2012-10-07,cs.IT,cs.IT; math.CO; quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1108.0679
1207.0732,v1,Quantum LDPC Codes Constructed from Point-Line Subsets of the Finite Projective Plane,Jacob Farinholt,2012-07-03,2012-07-03,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1207.0732
1202.3338,v1,New constructions of CSS codes obtained by moving to higher alphabets,Iryna Andriyanova; Denise Maurice; Jean-Pierre Tillich,2012-02-15,2012-02-15,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1202.3338
1202.0357,v1,Channel Identification and its Impact on Quantum LDPC Code Performance,Yixuan Xie; Jun Li; Robert Malaney; Jinhong Yuan,2012-02-02,2012-02-02,cs.IT,cs.IT; quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1202.0357
1008.4747,v4,Entanglement-assisted quantum low-density parity-check codes,Yuichiro Fujiwara; David Clark; Peter Vandendriessche; Maarten De Boeck; Vladimir D. Tonchev,2010-08-27,2010-11-01,cs.IT,cs.IT; math.CO; quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/1008.4747
0712.4115,v3,A Class of Quantum LDPC Codes Constructed From Finite Geometries,Salah A. Aly,2007-12-26,2009-11-11,quant-ph,quant-ph; cs.IT,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/0712.4115
0712.2888,v2,Quantum serial turbo-codes,David Poulin; Jean-Pierre Tillich; Harold Ollivier,2007-12-18,2009-06-10,quant-ph,quant-ph,relevant,0.55,,,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls,/home/runner/work/decoders-review/decoders-review/data/papers/0712.2888
